ID,Received.DBT.Intervention.,Teacher.Same.Ethnicity.,Teacher.Same.Gender.,Behavioral.Regulation.Slope...Teacher.Report,Meta.Cognitive.Slope...Teacher.Report,All.Executive.Functions.Slope...Teacher.Report,Behavioral.Regulation.Slope...Student.Self.Report,Meta.Cognitive.Slope...Student.Self.Report,All.Executive.Functions.Slope...Student.Self.Report,Mindfulness.Slop,Emotional.Regulation.Slope,Discipline.Incidents.Slope,Self.Reflection.Slope,In.School.Suspension.Slope,Out.of.School.Suspension.Slope,ELA.Grade,Math.Grade,Female.,Free.Reduced.School.Lunch.Group,Economic.Distress.,Mother.at.Home.,Father.at.Home.,Adult.Brother.at.Home.,Adult.Sister.at.Home.,Grandparent.at.Home.,Other.Adult.at.Home.,Total.Number.of.Adults.st.Home,Special.Education.Status,Intellectual.Impairment.,Social.Emotional.Impairment,High.Risk.Category,Years.at.This.School,Number.of.School.Absences,Year.2.Incidents,Ethnicity.Asian,Ethnicity.American_Indian,Ethnicity.Black,Ethnicity.Multiracial,Ethnicity.White
358,0,0,0,-0.134770889487871,-0.067567567567568,0.005726977767132,0.088251516822945,0.087461300309598,0.016468785905783,0.052631578947368,0.041666666666667,-1.5,-1.5,-0.162162162162162,1,NA,1.57,0,1,0,1,1,0,1,0,0,3,1,NA,0,0,3,2,0,0,0,0,0,0
359,0,0,0,0.066221765913758,0.024423804609563,0.020300849101332,-0.045845272206304,-0.092335546167773,-0.032853969367473,0.035714285714286,0.125,-3.3993498887763E-17,-0.75,-0.749999999999999,-5.43895982204207E-16,2.42,2.57,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,6,27,37,0,0,0,0,0
360,1,0,1,0.053571428571428,-0.099585062240664,-0.153846153846153,0.089783281733746,0.102449888641425,0.048743043561696,0.128834355828221,0.105263157894737,-0.461538461538461,-1,1.5,1.5,4.09,3.83,1,-1,1,1,1,0,0,0,0,2,0,0,0,0,4,4,0,0,0,1,0,0
361,0,0,0,-0.069948186528498,-0.009694335196302,0.018484834168005,-0.142857142857143,-0.33720930232558,-0.1,0.061877667140825,0.028571428571429,0.2,0.333333333333333,-1,1,1.81,2,0,1,0,1,1,1,1,0,0,4,1,1,0,0,2,9,1,0,0,0,0,0
362,1,0,0,-0.5,-1.24999999999998,NA,0.102040816326531,-0.047945205479452,-0.004273504273505,0.049942594718714,0.029667149059334,-0.142857142857143,-0.749999999999999,1.5,1.5,2.25,4.19,0,1,0,1,1,1,0,1,0,4,0,0,0,0,4,6,46,1,0,0,0,0
363,1,0,0,0.051572117784063,-0.175879396984925,0.020987266153121,-0.087947882736156,-0.047945205479452,0.03548424874107,0.15,0.042857142857143,0.115384615384615,1.5,0.142857142857143,-1.5,1.94,1.43,0,-1,1,1,1,0,0,1,1,4,1,0,0,0,3,5,33,0,0,0,0,1
364,0,0,1,-0.00974025974026,-3.86289760088216E-17,-0.030312674039303,0.110603290676417,-0.036423841059603,0.015763076188202,0.046680497925311,0.020069375619425,0.244186046511628,-0.044585987261147,-1.5,1,2.81,NA,1,-1,1,1,1,1,0,0,0,3,1,1,0,0,4,9,19,0,0,0,0,0
365,1,0,1,0.336065573770493,0.129032258064516,0.134854771784232,-0.833333333333324,-0.093023255813953,-0.089420654911839,-0.25,0.021117166212534,-0.034883720930233,0.107142857142857,-1.5,-1.5,3.43,4.18,1,1,0,1,1,1,1,0,0,3,0,0,0,0,4,8,4,0,0,1,NA,0
366,0,0,0,-0.038851351351351,0.084942084942085,0.01791837186152,-0.12908777969019,0.174971861250384,0.031890660592255,0.071428571428571,0.076923076923077,0.5,0.5,-5.43895982204207E-16,-0.5,1.79,1.93,0,1,0,1,0,1,0,1,0,3,0,0,0,0,4,21,22,0,0,0,0,0
367,1,0,1,0.333333333333334,0.083333333333333,0.066666666666667,-0.038781163434903,-0.04679802955665,-0.022372881355932,0.088709677419355,0.062396006655574,0.461538461538461,0.5,2.03960993326578E-16,0.2,3.79,3.83,1,-1,1,1,1,0,0,1,0,3,0,0,0,0,4,3,30,0,0,1,0,0
368,0,0,0,-0.013513513513514,0.067941952506596,0.038461538461536,0.066061705989111,-0.023041474654378,0.038594217537975,0.047619047619048,0.023255813953488,1,1,-0.749999999999999,-1,2.42,4.05,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,2,3,0,0,0,1,0,0
369,0,0,1,-0.3125,-0.021933060567443,-0.055343511450382,-0.038781163434903,-0.03970223325062,-0.022698612862547,0.074324324324324,0.043669600541639,0.111111111111111,0.125,-1.5,-1.5,2.25,2.38,1,1,0,1,0,0,1,0,1,3,0,0,0,0,3,22,0,0,0,0,0,0
370,0,0,1,-4.44530370070746E-17,-1.55803536568914E-17,-9.18743213182783E-18,-0.062396006655574,-0.049694856146469,-0.028150134048257,0.071428571428571,0.039473684210526,-1.5,-1.5,-1,1,3.64,1.95,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0
371,1,0,0,-0.5,-1,-0.333333333333333,0.080443828016644,0.051184834123223,0.031525134904857,-0.500000000000001,0.038265306122449,2.03960993326578E-16,0.5,1.5,1.5,3.79,4.17,1,1,0,0,1,0,0,1,0,2,0,0,0,0,4,25,9,0,0,1,0,0
372,1,0,0,0.156911581569116,0.062893081761006,0.048951048951049,0.084546084546085,0.067114093959732,0.042196618285201,0.056836902800659,0.032876712328767,-0.214285714285714,-0.357142857142857,-1.5,-1.5,2.25,3.08,0,1,0,1,1,1,0,0,0,3,1,0,0,0,4,14,33,0,0,0,0,0
373,1,NA,1,-0.095171773444754,0.029539251886338,-0.03125,0.03614964270702,0.004587155963303,0.009111210361769,0.055555555555556,0.078602620087336,-2.71947991102104E-16,0.333333333333333,1,-1.5,3.29,3.17,NA,-1,1,1,0,NA,1,0,0,NA,0,0,0,0,6,50,22,0,0,0,0,1
374,0,0,1,0.104395604395604,0.051897753679318,0.035317860746721,-0.074546675621222,-0.089403973509934,-0.072527472527472,0.052631578947368,0.03030303030303,-0.049075391180654,-0.076530612244898,-1.5,1.5,NA,1.89,0,1,0,1,1,1,0,0,0,3,1,1,0,0,4,3,NA,0,0,1,0,0
375,0,0,1,-0.053761155971101,-0.0625,0.078521939953811,-0.051495016611296,-0.074859075535513,0.045771631379268,0.045454545454545,0.125,-3.3993498887763E-17,0.428571428571428,1,-0.749999999999999,4.04,4,1,-1,1,1,1,0,1,0,0,3,0,0,0,0,6,50,9,0,0,0,0,0
376,0,0,1,0.076138147566719,-0.0125,-0.014608371322006,-0.03870343492985,0.092307692307692,0.094570374275171,0.071428571428571,0.041666666666667,-1,-0.5,-0.75,-5.43895982204207E-16,4.2,3.75,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,4,5,7,0,0,0,0,0
377,1,0,1,-0.013513513513514,-0.0125,-0.006624423963134,0.227272727272727,0.17741935483871,0.100456621004566,0.049393414211439,0.017084282460137,-0.15,-0.428571428571428,NA,-1.5,NA,4.17,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,4,11,9,0,0,0,0,0
378,0,0,1,-0.040828856485035,0.061131133906294,0.032377919320595,0.021401657874906,0.068893528183716,0.019445297308362,0.08502024291498,0.043478260869565,-1,-1,0.25,-0.5,4.2,3.5,0,-1,1,1,1,NA,1,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0
379,0,0,0,0.11070110701107,0.05672009864365,-0.01085776330076,-0.058062259531305,-5.39579347424809E-17,-0.094972067039106,0.04,0.018518518518519,1,0.333333333333333,-0.162162162162162,1,1.9,2.62,1,-1,1,1,1,1,0,0,0,3,NA,0,0,0,7,48,52,0,0,0,0,0
380,0,0,0,0.027777777777778,-0.019437551695616,0.031329025007025,0.026315789473684,-0.053691275167785,0.020653699619009,0.045454545454545,0.043478260869565,-0.2,-0.5,-1,-0.5,2.58,4.13,0,0,1,1,1,0,1,0,0,3,0,0,0,0,7,11,29,0,0,0,0,0
381,0,0,1,0.076138147566719,0.05380882042625,-0.038391224862889,-0.41860465116279,0.050871080139373,NA,0.047619047619048,0.500000000000001,0.25,0.5,-1.5,1,2.16,1.51,1,-1,1,1,1,1,0,1,0,4,0,0,0,0,6,23,37,0,0,0,0,0
382,0,0,1,0.176470588235294,0.064681724845996,0.052184536622258,0.499999999999988,-0.126373626373626,0.038797284190107,0.073560767590618,0.022267206477733,1,1,1.5,-5.43895982204207E-16,2.25,1.93,1,-1,1,1,1,1,1,0,NA,4,1,0,1,1,3,3,0,0,0,0,0,0
383,0,0,0,0.240506329113924,-0.23076923076923,0.066098081023454,-0.130952380952381,0.26923076923077,0.013674490730951,-1.00000000000001,0.048780487804878,-1,-1,-1.5,-1.5,2.89,2,1,1,0,1,0,1,1,0,0,3,1,1,0,2,3,20,0,0,0,0,0,0
384,1,0,1,0.149764150943396,0.017045454545455,0.037092606484955,-0.121621621621622,-0.173076923076923,-0.074175824175824,0.064681724845996,0.034883720930233,-1.5,-0.5,-1,-1.5,3.79,3,NA,1,0,1,1,0,0,0,1,3,0,0,0,0,2,5,0,0,0,0,NA,0
385,1,0,0,-0.142857142857143,-0.085778781038375,-0.068155111633373,0.103681442524418,0.021236727045597,0.023913909924273,0.2,0.024390243902439,-0.290322580645161,0.214285714285713,0.75,-1,1.91,2.08,0,1,0,1,0,0,0,0,1,2,1,0,0,1,4,20,15,0,0,0,0,0
386,0,0,0,-0.035433070866142,-0.012697112430883,0.017234042553192,0.110212053571429,0.139072847682119,0.037229327592757,0.086538461538462,0.067567567567568,0.75,0.75,NA,1,2.44,2.62,1,1,0,1,1,0,1,0,0,3,0,0,0,0,6,5,30,0,0,0,0,0
387,0,0,1,0.071307300509338,0.033629686896019,0.023052180128663,-0.032876712328767,-0.048227535037098,-0.020420472169567,0.06140350877193,0.02812858783008,-0.034883720930233,-1.01980496663289E-15,-0.749999999999999,-0.5,2.58,1.96,1,-1,1,1,0,0,0,0,0,1,1,0,1,1,3,6,23,0,NA,0,0,0
388,1,0,0,-0.053761155971101,-0.033899870681692,-0.020945945945946,0.051569506726457,0.035872546950834,0.044973544973545,0.043478260869565,0.047619047619048,-0.642857142857143,-0.5,-1.5,-0.5,2.69,2.79,0,1,0,NA,0,1,1,0,1,4,0,0,0,0,4,14,10,0,0,0,0,0
389,0,0,1,0.074040219378428,0.070803500397772,0.009328358208955,-0.089735709895513,0.042600896860987,0.097260273972603,0.043478260869565,0.1,0.2,NA,-0.749999999999999,1,1.6,1.85,1,0,1,1,0,0,0,1,0,2,0,0,0,0,6,20,46,0,0,0,0,0
390,0,0,1,-0.037037037037037,0.005555555555556,-0.021176785953626,0.021401657874906,-0.038461538461539,0.03887399463807,0.098901098901099,0.034090909090909,0.5,NA,1,-1.69967494438815E-17,3,3.33,0,-1,1,1,1,1,1,1,0,5,0,0,0,0,5,10,13,0,0,0,0,0
391,0,0,0,-0.069948186528498,0.113924050632908,-0.041338582677166,NA,0.205811138014528,0.049101796407186,0.081395348837209,NA,-2.71947991102104E-16,-0.048387096774194,-1,-0.5,1.81,1.96,0,1,0,1,1,1,1,0,1,5,0,0,0,0,4,10,0,0,0,0,0,0
392,0,0,0,-0.071253071253071,0.333333333333333,0.041095890410957,-0.100739371534196,NA,0.097260273972603,0.083333333333333,0.038355217691776,0.346153846153846,0.5,-1.5,-1.5,1.77,NA,0,1,0,1,0,1,0,0,0,2,0,0,0,0,4,7,0,0,0,0,0,0
393,0,0,0,-0.02536231884058,-0.079891304347826,-0.041113381001022,0.142007926023778,0.081883316274309,0.071894171779141,0.03448275862069,0.043478260869565,-2.71947991102104E-16,-2.31155792436788E-15,-5.43895982204207E-16,-1.5,2.42,4.4,0,-1,1,1,0,NA,1,1,1,3,0,0,0,0,7,2,29,0,0,1,0,0
394,1,1,0,0.029244948599787,-0.009617065920615,0.009708737864078,0.157142857142857,0.301369863013699,0.109271523178808,0.062386980108499,0.033813400125235,-0.2,0.5,1.5,-1.5,2.53,1.9,0,-1,1,1,1,1,1,0,0,4,0,0,0,0,4,13,13,0,0,0,0,1
395,0,0,1,0.053571428571428,0.084382871536524,-0.006940810512239,0.112328767123288,-0.002909393183707,-0.028150134048257,0.071428571428571,0.020833333333333,-0.269230769230769,-0.428571428571429,2.03960993326578E-16,-5.43895982204207E-16,2.25,2.42,1,1,NA,1,0,0,0,1,0,2,0,0,0,0,3,5,0,0,0,0,0,0
396,0,0,0,0.027777777777778,0.017045454545455,0.01056338028169,-0.15625,-0.037593984962406,-0.03387703889586,0.045454545454546,0.028571428571429,0.244186046511628,0.357142857142857,-1.5,1,NA,3.08,0,-1,1,1,0,1,0,0,0,2,0,0,NA,0,3,26,30,0,0,1,0,0
397,1,0,0,0.240506329113924,0.133333333333333,0.133333333333334,-8.30952195034205E-17,0.046391752577319,0.005897771952818,0.051569506726457,0.02988554472234,0.5,1.5,0.5,1,1.86,1.87,1,1,0,1,1,1,0,0,0,3,0,0,0,0,4,10,30,0,0,0,0,1
398,0,0,1,0.162162162162161,0.018755152514427,0.046464514442557,-0.058139534883721,-0.049694856146469,NA,0.057142857142857,0.036157779401023,0.002712477396022,-0.5,1.5,1.5,3.29,2.36,1,1,0,1,1,1,0,0,1,4,0,0,0,0,6,17,15,0,0,0,0,0
399,0,0,1,-0.02510460251046,0.043718909829748,0.016195183510359,-0.029780564263323,0.034106412005457,0.026918671248568,0.086872586872587,0.053398058252427,-0.375,-0.5,1.5,1.5,3.38,1.88,NA,1,0,1,1,1,0,0,0,3,0,0,0,0,4,5,4,0,0,0,0,0
400,0,0,1,-0.007177033492823,-0.082278481012658,-0.024193548387097,0.046798951703482,0.08814379536813,0.041686182669789,-0.1,0.033957845433255,0.346153846153846,-0.057692307692308,-0.2,0.2,4.14,4.4,1,-1,1,1,1,0,1,0,0,3,0,0,0,0,7,50,30,0,0,0,0,0
401,1,0,1,0.046233559186927,0.029539251886338,0.01802451333814,0.05892547660312,0.042600896860987,0.024819027921406,0.068181818181818,0.028263103802672,-2.71947991102104E-16,-2.71947991102104E-16,NA,-1.5,3.79,4.17,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4,1,20,0,0,1,0,0
402,0,0,0,0.093023255813953,-0.032383419689119,0.03083911068611,0.228155339805825,-0.016523867809058,0.011520089912897,-0.2,-0.090909090909091,-0.333333333333333,0.038461538461538,-1,-0.333333333333333,1.74,2.67,0,0,NA,1,0,1,1,0,NA,4,1,0,0,0,4,18,0,0,0,0,0,0
403,0,0,0,-0.285714285714285,-0.028257456828886,-0.030166435506241,0.048786589942457,0.209302325581395,0.027028214819372,0.076923076923077,0.023255813953488,-0.125,-0.2,-1,1.5,1.57,2.07,NA,0,1,1,1,1,1,0,0,4,0,0,0,0,6,9,30,0,0,0,0,0
404,0,0,1,0.074040219378428,-0.015931518249911,-0.038461538461538,0.265957446808511,0.06221198156682,-0.011904761904762,-0.1,-0.111111111111111,0.5,0.346153846153846,1.5,1.5,1.9,NA,1,1,0,1,1,1,1,0,0,4,0,0,0,0,7,35,29,0,0,0,0,0
405,0,0,1,0.01976528721433,0.018591347872721,0.009328358208955,0.093360995850622,-0.026996625421823,0.079742888054477,0.057603686635945,0.020833333333333,0.461538461538461,0.118421052631579,-1,0.75,2.44,3,1,0,1,1,1,0,0,0,0,2,0,0,0,0,4,10,7,0,0,0,0,0
406,1,0,1,-0.075142314990512,-0.051167133520075,-0.030585795749093,0.177570093457944,-0.013793103448276,0.044973544973545,0.1,0.046424759871932,0.123711340206185,0.142857142857143,1,-0.642857142857143,4.1,4.4,0,1,0,1,1,1,1,0,0,4,0,0,0,0,4,2,7,0,0,1,0,0
407,0,0,1,-0.054404687173049,0.045964125560538,0.038461538461536,-0.054655870445344,0.035872546950834,0.026823784789519,0.032258064516129,0.04734219269103,-0.1,-0.125,-1,-1,3.56,4.12,0,-1,1,1,1,1,1,0,0,4,NA,0,0,0,4,1,1,0,0,0,0,0
408,1,1,0,-0.032462949894143,-0.016187050359712,0.002921129503408,-0.093044679871027,-0.222222222222223,-0.082340932289895,0.047479484173505,0.021914827479018,-0.428571428571429,-1.5,-1.5,-0.5,2.89,4.1,0,1,0,1,1,0,1,0,0,3,0,0,0,0,4,25,17,0,0,1,0,0
409,0,0,1,-0.002333177788147,NA,0.009708737864078,-0.048201438848921,-0.126373626373626,-0.1,0.333333333333333,NA,1,1.5,-0.749999999999999,-0.25,2.16,1.87,1,-1,1,1,1,0,0,0,0,2,1,0,1,1,4,4,52,0,0,0,0,0
410,0,0,0,-0.061079219288175,-0.02691078889162,-0.013761467889908,0.037819799777531,0.043577981651376,0.003722084367246,0.051724137931035,0.030424799081516,-0.142857142857143,-0.5,-0.2,1.5,1.74,1.67,0,-1,1,1,1,1,1,0,0,4,0,0,0,0,7,14,44,0,0,0,0,0
411,0,0,1,-0.032462949894143,0.042653232577666,0.020987266153121,-0.004945392381151,0.073830409356725,0.025537898604412,0.083333333333333,0.040428472702142,0.083333333333333,0.083333333333333,1,-0.5,2.53,2.5,0,-1,1,1,0,1,0,0,0,2,1,0,0,0,4,3,1,0,0,0,0,0
412,0,0,1,-0.075142314990512,-0.067567567567568,0.034709535988308,0.110994764397906,0.174971861250384,0.099819701688248,0.076923076923077,0.085051546391753,0.5,1,0.642857142857142,-1.5,2.42,2.31,NA,-1,1,1,1,0,0,0,0,2,1,0,0,0,NA,3,0,0,0,0,0,0
413,0,0,0,-0.046710949217913,-0.006705954074375,-0.011478197497874,0.038391224862888,-0.033333333333333,-0.040753724802805,0.117647058823529,NA,-0.749999999999999,-0.5,-0.749999999999999,-0.5,1.77,2.86,0,1,0,1,0,1,0,0,1,NA,0,0,0,0,3,5,0,0,0,0,0,0
414,0,0,0,0.075289575289575,0.049393414211438,0.02983219390926,0.131578947368421,0.131578947368421,0.066666666666667,0.055555555555556,-0.2,-8.83830971081837E-17,-0.098360655737705,-1.5,1.01980496663289E-16,2,2.5,0,1,0,1,1,0,0,1,0,2,0,0,0,0,3,5,12,0,0,1,0,0
415,0,0,1,-0.041530944625407,-0.030701754385965,-0.017679900744417,0.103238866396761,0.139072847682119,0.06343792633015,0.097989949748744,0.059900166389351,-0.5,-1.5,NA,-0.749999999999999,2.16,1.89,1,1,0,1,0,1,0,0,0,2,1,1,0,0,3,5,0,0,0,0,0,0
416,0,0,1,-0.023809523809524,-0.082278481012658,-0.03125,-0.32142857142857,-0.214285714285713,-0.149999999999999,0.058823529411765,0.020833333333333,0.0625,-0.5,-0.5,1.5,4.04,3.83,1,1,0,1,1,1,1,0,0,4,0,0,0,0,3,5,0,0,0,1,NA,0
417,0,0,0,-0.666666666666667,-0.23076923076923,-0.097544338335607,0.113065326633166,0.044325629527423,0.022126522126522,0.25,0.076923076923077,-0.428571428571428,-0.428571428571429,0.5,0.5,1.94,1.9,NA,-1,1,1,1,1,1,0,0,4,0,0,0,0,5,14,20,0,0,0,0,0
418,0,0,1,0.10989010989011,-0.057057057057057,0.020772594752187,-0.092105263157895,-0.096330275229358,-0.04945054945055,0.04,0.019607843137255,-1.5,-1.5,-0.115384615384616,0.75,3.79,2.43,0,1,0,1,1,1,1,0,0,4,0,0,0,0,3,16,1,0,0,0,0,0
419,0,0,0,-3.73928487765393E-17,-3.86289760088216E-17,-1.37592733593326E-17,-0.111353711790393,-0.141891891891892,-0.062753036437247,0.097938144329897,0.03415061295972,2.03960993326578E-16,-1.5,-1,1.5,2.53,2.5,0,-1,1,1,1,1,0,0,1,4,0,0,0,0,3,1,1,0,0,0,0,0
420,1,1,0,-0.142857142857143,-0.090909090909091,-0.055555555555556,0.066061705989111,0.054764512595838,0.030843552582683,0.070143884892086,0.025436793422405,0.131578947368421,-5.43895982204207E-16,-1.5,-5.43895982204207E-16,1.95,3.17,NA,1,0,1,1,1,0,0,0,3,0,0,0,0,4,9,29,0,0,0,0,1
421,0,0,1,-0.098901098901099,-0.0625,-0.038391224862889,0.157243816254417,0.052179251074279,-0.034883720930234,0.117647058823529,-0.066666666666667,0.5,NA,0.5,1.5,2.08,1.85,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,3,11,3,0,0,0,0,0
422,0,0,0,-0.176470588235294,-0.081081081081081,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,3,3,0,1,0,NA,1,0,1,0,0,NA,0,NA,0,0,3,4,4,0,0,0,0,0
423,1,0,1,0.002038547071905,0.028123744475693,-0.009484587545239,-0.074074074074074,-0.230769230769229,-0.029742527374963,0.285714285714286,0.071428571428571,-0.113065326633166,-0.214285714285714,2.03960993326578E-16,-1.5,3.64,4.18,1,1,0,1,1,0,1,0,0,2,0,0,0,0,4,2,10,0,0,1,0,0
424,0,0,0,0.156911581569116,-0.048899755501223,NA,-0.087947882736156,0.038200339558574,-0.016194331983806,0.058823529411765,-0.25,0.2,0.333333333333333,1.5,1,NA,1.78,0,1,0,1,1,1,0,0,NA,3,NA,0,1,3,6,25,33,0,0,0,0,0
425,0,0,1,-0.103321033210332,0.046116504854369,-0.011210762331839,0.049295774647887,-0.116402116402116,0.122950819672131,0.051724137931034,0.057011795543906,0.5,0.5,-1,1.5,2.69,2.77,1,-1,1,1,1,0,0,0,0,2,0,0,0,NA,6,38,29,0,0,0,0,0
426,0,NA,1,0.007594936708861,0.011751662971175,0.005726977767132,NA,-0.010334540805455,-0.003937426838353,0.038461538461539,0.022727272727273,1,1.5,0.5,0.5,3.64,4.05,1,1,0,1,1,0,0,0,0,2,0,0,0,0,6,24,33,0,0,0,0,1
427,1,0,1,-0.046710949217913,-0.009617065920615,-0.007708357482323,-0.015432980851672,-0.058219178082192,0.022126522126522,0.066666666666667,0.025316455696203,-0.134615384615384,-0.244897959183673,-1.5,-1.5,4.01,4.19,1,-1,1,1,1,0,1,1,0,4,0,0,0,0,2,6,3,0,0,1,0,0
428,0,0,1,-0.103321033210332,0.042065009560229,-0.024520255863539,0.181818181818182,NA,0.071894171779141,0.083333333333333,0.142857142857143,0.346153846153846,0.290322580645161,-0.749999999999999,-1,2.83,3,0,-1,1,1,0,1,1,0,0,3,1,1,0,0,3,4,0,0,0,0,0,0
429,0,0,1,-0.086538461538462,-0.016187050359712,-0.02027027027027,-0.095323741007194,NA,0.013674490730951,0.055012224938875,0.040510127531883,-0.016483516483517,-0.02054794520548,0.5,1.5,3,2.07,1,-1,1,1,1,1,0,0,0,3,0,0,0,0,3,17,0,0,0,0,0,0
430,0,0,0,-0.038851351351351,0.005555555555556,-0.026690391459075,0.102040816326531,NA,0.036698627561572,0.037037037037037,0.053021664766249,-0.1,-0.269230769230769,-1.5,1.5,1.83,2.17,0,0,1,1,1,1,1,0,0,4,0,0,0,0,4,2,19,0,0,0,0,0
431,1,0,NA,0.063953488372093,0.046116504854369,0.026881720430108,-0.01923076923077,-0.036423841059603,-0.013866231647635,0.057692307692308,0.036502546689304,0.115384615384615,0.115384615384615,-1.5,-0.5,3,3.83,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,13,22,0,0,1,0,0
432,0,0,1,-0.095171773444754,0.049393414211438,-0.021176785953626,0.153846153846154,0.045527156549521,0.021945243421754,0.111353711790393,0.008095605242868,0.2,0.25,0.25,1.5,2.26,2.5,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,5,18,13,0,0,1,0,0
433,1,1,1,-0.002333177788147,0.018591347872721,0.02983219390926,0.173076923076924,0.068238213399504,0.066214599122457,0.035714285714286,0.018867924528302,-0.032374100719425,-0.057692307692308,-5.43895982204207E-16,-1.5,4.17,4.4,1,1,0,1,0,1,0,0,0,2,0,0,0,0,4,3,10,0,0,0,0,1
434,1,0,1,-0.049019607843137,-0.03633667037449,-0.021176785953626,-0.103484688489968,0.092307692307692,-0.113636363636364,0.051495016611296,0.036354056902002,0.642857142857143,0.290322580645161,1.5,1.5,1.86,1.96,1,1,0,1,1,1,1,0,0,4,1,0,1,1,4,13,17,0,0,1,0,0
435,0,0,1,-0.045981045981046,0.083333333333333,-0.045112781954888,-0.072784810126582,0.185404339250493,0.038797284190107,0.057692307692308,0.333333333333333,0.111111111111111,0.125,-0.5,-1,3,3.42,0,-1,1,1,1,1,1,0,0,4,0,0,0,0,4,10,1,0,0,0,0,0
436,0,0,0,-0.120347394540943,-0.026118225979434,0.002438741145047,0.151053864168618,0.043577981651376,-0.012618296529968,0.057142857142857,0.038265306122449,-0.0625,-0.076923076923077,-5.43895982204207E-16,1.5,2.56,2,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,2,6,0,0,NA,0,0,0
437,0,0,1,-0.038851351351351,-0.027397260273973,-0.016213519580943,-0.095323741007194,-0.095092024539877,-0.047767642822852,0.055772994129159,0.02910164487558,-0.214285714285714,0.111111111111111,1.5,-1.5,3.64,4.19,NA,-1,1,1,1,1,0,1,0,4,0,0,0,0,NA,11,29,1,0,0,0,0
438,0,0,1,0.067307692307692,0.049227799227799,0.028668310727497,0.111111111111111,0.019230769230769,0.041237113402062,0.047619047619048,0.020833333333333,1.5,1.5,0.75,1.5,3.14,2.54,1,-1,1,1,1,1,1,0,0,3,0,0,0,0,3,3,0,0,0,1,0,0
439,0,0,1,-0.461538461538461,-2.71947991102104E-16,-0.045112781954888,-0.053416746871992,-0.120967741935484,-0.042240862792091,0.041666666666667,0.023255813953488,0.75,0.75,-1.5,0.2,3,3.67,1,-1,1,1,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,1,0,0
440,0,0,1,0.104838709677419,-0.029411764705883,0.003200660781581,-0.118779513258264,0.021236727045597,-0.02896725440806,-0.25,-0.04,1,1,1.5,1,3,2.08,1,1,0,1,1,0,1,1,0,NA,0,0,0,0,3,25,0,0,0,0,0,0
441,0,0,1,-0.035433070866142,0.133333333333333,-0.153846153846153,0.078782452999105,-0.00460207887011,-0.032524807056229,1,0.047683923705722,-0.156716417910448,1.5,1.5,1.5,2.58,2.85,0,1,0,1,1,1,0,0,NA,3,NA,1,0,0,7,2,37,0,0,0,0,0
442,1,0,1,-0.075142314990512,0.014919513152729,0.036499766027141,0.112328767123288,-0.221311475409836,-0.3,0.071428571428571,0.03921568627451,-5.43895982204207E-16,-5.43895982204207E-16,-0.5,-1.5,3.25,3.08,1,1,0,1,0,0,0,1,1,NA,0,0,0,0,4,16,19,0,0,0,0,0
443,0,0,0,0.097510373443983,-0.032522943165352,0.026881720430108,0.102089682194166,-0.004228329809725,0.02720207253886,0.03448275862069,0.014423076923077,-0.049075391180654,-2.71947991102104E-16,-1.5,0.5,2.32,1.67,1,1,0,1,1,0,1,0,1,4,0,0,0,0,4,6,33,0,0,0,0,0
444,0,0,1,-0.02287166454892,0.017235204584117,0.030452534875808,0.111111111111111,0.054778554778555,0.038470178591486,0.083333333333333,0.076923076923077,0.5,0.5,1.5,-1.5,2,2.85,0,-1,1,1,1,0,1,0,0,3,1,0,0,0,4,21,0,0,0,0,0,0
445,0,0,0,-0.09375,-0.065217391304348,-0.038461538461538,-0.076411960132891,-0.076158940397351,-0.041591320072333,0.058823529411765,0.019230769230769,-0.5,-1.5,NA,-0.749999999999999,4,4.4,1,1,0,1,1,0,0,0,0,2,NA,0,0,0,3,4,3,1,0,0,0,0
446,0,1,0,0.060883002207506,-0.02691078889162,0.01056338028169,0.127931769722815,-0.141891891891891,-0.08791208791209,0.071428571428571,0.083333333333333,0.75,0.75,-1.5,1.5,2.16,1.79,1,1,0,1,1,0,0,0,NA,2,0,0,0,0,3,9,46,0,0,0,0,1
447,0,0,0,-0.078947368421053,-0.003562945368171,-0.009025270758123,0.044402620939635,-0.162162162162162,-0.25,0.153543307086614,0.047683923705722,-0.101226993865031,-0.082417582417583,NA,1.5,3.29,NA,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,NA,20,0,0,0,0,0
